Name; IDay; IHour; IMinute; IDate; FDay; FHour; FMinute; FDate; Movie; Alocated Hour; Was Alocated; Alocated Room
Client646;4;15;30;6690;4;19;57;6957;Jonhy English;6752;sim;Room2
Client648;2;20;38;4118;2;21;38;4178;Jonhy English;4135;sim;Room3
Client624;1;19;6;2586;1;22;30;2790;Jonhy English;2676;sim;Room3
Client628;6;13;37;9457;6;20;21;9861;Jonhy English;9482;sim;Room1
Client633;6;16;16;9616;6;20;13;9853;Jonhy English;;nao;
Client636;5;17;48;8268;5;21;20;8480;Jonhy English;;nao;
Client641;5;15;16;8116;5;22;3;8523;Jonhy English;8488;sim;Room3
Client644;4;16;57;6777;4;21;34;7054;Jonhy English;6983;sim;Room3
Client649;5;16;54;8214;5;22;6;8526;Jonhy English;8488;sim;Room3
Client650;4;16;34;6754;4;20;6;6966;Jonhy English;;nao;
Client651;5;17;42;8262;5;21;44;8504;Jonhy English;8488;sim;Room3
Client652;3;18;51;5451;3;21;55;5635;Jonhy English;5591;sim;Room2
Client653;3;14;55;5215;3;20;39;5559;Jonhy English;5339;sim;Room2
Client654;2;16;22;3862;2;20;46;4126;Jonhy English;4044;sim;Room2
Client656;3;15;54;5274;3;21;4;5584;Jonhy English;5339;sim;Room2
Client655;6;18;39;9759;6;22;17;9977;Jonhy English;9940;sim;Room3
Client657;5;17;45;8265;5;21;22;8482;Jonhy English;;nao;
Client658;4;17;18;6798;4;20;27;6987;Jonhy English;6983;sim;Room3
Client659;4;16;2;6722;4;20;22;6982;Jonhy English;6752;sim;Room2
Client660;6;15;54;9594;6;19;51;9831;Jonhy English;;nao;
Client661;4;17;40;6820;4;22;5;7085;Jonhy English;6983;sim;Room3
Client662;4;16;13;6733;4;19;52;6952;Jonhy English;6752;sim;Room2
Client663;4;14;57;6657;4;19;58;6958;Jonhy English;6752;sim;Room2
Client664;6;14;2;9482;6;19;50;9830;Jonhy English;9482;sim;Room1
Client665;6;14;15;9495;6;20;45;9885;Jonhy English;;nao;
Client666;4;19;50;6950;4;22;4;7084;Jonhy English;6983;sim;Room3
Client667;1;16;39;2439;1;21;38;2738;Jonhy English;2676;sim;Room3
Client668;3;15;43;5263;3;19;29;5489;Jonhy English;5339;sim;Room2
Client669;4;14;19;6619;4;19;59;6959;Jonhy English;6752;sim;Room2
Client670;4;16;46;6766;4;21;55;7075;Jonhy English;6983;sim;Room3
Client671;6;14;1;9481;6;20;38;9878;Jonhy English;9482;sim;Room1
Client672;6;16;20;9620;6;20;6;9846;Jonhy English;;nao;
Client673;5;19;3;8343;5;22;7;8527;Jonhy English;8488;sim;Room3
Client674;2;14;29;3749;2;19;40;4060;Jonhy English;4044;sim;Room2
Client675;0;16;27;987;0;21;37;1297;Jonhy English;1231;sim;Room3
Client676;4;17;28;6808;4;21;9;7029;Jonhy English;6983;sim;Room3
Client677;5;15;43;8143;5;20;27;8427;Jonhy English;;nao;
Client678;1;16;9;2409;1;21;21;2721;Jonhy English;2676;sim;Room3
Client679;5;18;7;8287;5;20;55;8455;Jonhy English;;nao;
Client680;6;16;23;9623;6;20;40;9880;Jonhy English;;nao;
Client681;3;17;35;5375;3;22;24;5664;Jonhy English;5591;sim;Room2
Client683;4;15;42;6702;4;20;49;7009;Jonhy English;6983;sim;Room3
Client686;4;15;50;6710;4;19;2;6902;Jonhy English;6752;sim;Room2
Client685;6;16;52;9652;6;20;58;9898;Jonhy English;;nao;
Client684;2;15;30;3810;2;20;37;4117;Jonhy English;4044;sim;Room2
Client688;2;16;19;3859;2;20;14;4094;Jonhy English;4044;sim;Room2
Client687;4;16;28;6748;4;19;41;6941;Jonhy English;6752;sim;Room2
Client690;5;18;45;8325;5;21;51;8511;Jonhy English;8488;sim;Room3
Client691;0;16;37;997;0;20;33;1233;Jonhy English;1231;sim;Room3
Client689;2;16;24;3864;2;21;39;4179;Jonhy English;4044;sim;Room2
Client692;6;15;17;9557;6;19;1;9781;Jonhy English;;nao;
Client694;6;19;5;9785;6;21;40;9940;Jonhy English;;nao;
Client695;5;14;59;8099;5;20;34;8434;Jonhy English;;nao;
Client693;0;18;29;1109;0;21;6;1266;Jonhy English;1231;sim;Room3
Client696;6;18;31;9751;6;22;4;9964;Jonhy English;9940;sim;Room3
Client698;3;18;48;5448;3;22;42;5682;Jonhy English;5591;sim;Room2
Client699;5;19;1;8341;5;21;19;8479;Jonhy English;;nao;
Client700;4;14;45;6645;4;18;25;6865;Jonhy English;6752;sim;Room2
Client701;5;17;29;8249;5;21;16;8476;Jonhy English;;nao;
Client702;0;17;24;1044;0;21;48;1308;Jonhy English;1231;sim;Room3
Client703;0;17;39;1059;0;20;37;1237;Jonhy English;1231;sim;Room3
Client704;4;18;22;6862;4;22;5;7085;Jonhy English;6983;sim;Room3
Client705;4;18;33;6873;4;22;9;7089;Jonhy English;6983;sim;Room3
Client706;2;15;50;3830;2;19;20;4040;Jonhy English;3866;sim;Room1
Client707;1;18;52;2572;1;22;9;2769;Jonhy English;2676;sim;Room3
Client708;1;15;56;2396;1;20;1;2641;Jonhy English;2639;sim;Room1
Client711;3;17;2;5342;3;20;41;5561;Jonhy English;;nao;
Client709;0;22;2;1322;0;22;33;1353;Jonhy English;1322;sim;Room1
Client712;4;17;56;6836;4;22;46;7126;Jonhy English;6983;sim;Room3
Client713;6;15;19;9559;6;19;45;9825;Jonhy English;;nao;
Client715;6;19;3;9783;6;20;47;9887;Jonhy English;;nao;
Client714;5;13;46;8026;5;20;38;8438;Jonhy English;8042;sim;Room1
Client716;0;16;36;996;0;19;40;1180;Jonhy English;996;sim;Room1
Client717;2;15;52;3832;2;18;17;3977;Jonhy English;3866;sim;Room1
Client718;4;19;5;6905;4;20;28;6988;Jonhy English;6983;sim;Room3
Client721;2;18;7;3967;2;21;53;4193;Jonhy English;4044;sim;Room2
Client722;3;16;52;5332;3;21;8;5588;Jonhy English;5339;sim;Room2
Client723;0;16;13;973;0;21;59;1319;Jonhy English;1231;sim;Room3
Client725;0;15;58;958;0;20;50;1250;Jonhy English;1231;sim;Room3
Client726;4;16;40;6760;4;20;18;6978;Jonhy English;;nao;
Client728;5;12;47;7967;5;21;59;8519;Jonhy English;8488;sim;Room3
Client731;6;18;55;9775;6;23;2;10022;Jonhy English;9940;sim;Room3
Client730;5;16;4;8164;5;20;19;8419;Jonhy English;;nao;
Client729;4;17;12;6792;4;20;43;7003;Jonhy English;6983;sim;Room3
Client732;6;17;15;9675;6;20;31;9871;Jonhy English;;nao;
Client734;6;17;58;9718;6;22;19;9979;Jonhy English;9940;sim;Room3
Client735;6;19;55;9835;6;20;6;9846;Jonhy English;;nao;
Client737;4;19;22;6922;4;20;23;6983;Jonhy English;;nao;
Client738;6;17;55;9715;6;21;45;9945;Jonhy English;9940;sim;Room3
Client739;6;21;13;9913;6;22;37;9997;Jonhy English;9940;sim;Room3
Client682;4;15;9;6669;4;20;27;6987;Jonhy English;6983;sim;Room3
Client697;4;16;42;6762;4;21;58;7078;Jonhy English;6983;sim;Room3
Client710;0;18;50;1130;0;22;18;1338;Jonhy English;1231;sim;Room3
Client720;6;15;22;9562;6;19;55;9835;Jonhy English;;nao;
Client719;5;16;54;8214;5;20;53;8453;Jonhy English;;nao;
Client724;4;16;2;6722;4;21;12;7032;Jonhy English;6983;sim;Room3
Client733;5;17;14;8234;5;21;9;8469;Jonhy English;;nao;
Client727;3;17;37;5377;3;21;12;5592;Jonhy English;5591;sim;Room2
Client736;2;16;17;3857;2;20;2;4082;Jonhy English;4044;sim;Room2
Client740;3;16;59;5339;3;20;58;5578;Jonhy English;5339;sim;Room2
Client741;0;15;30;930;0;21;49;1309;Jonhy English;1231;sim;Room3
Client742;4;14;53;6653;4;19;2;6902;Jonhy English;6752;sim;Room2
Client743;6;17;44;9704;6;21;42;9942;Jonhy English;9940;sim;Room3
Client744;5;17;25;8245;5;22;14;8534;Jonhy English;8488;sim;Room3
Client745;5;19;35;8375;5;22;0;8520;Jonhy English;8488;sim;Room3
Client746;0;17;20;1040;0;20;48;1248;Jonhy English;1231;sim;Room3
Client747;4;16;40;6760;4;20;59;7019;Jonhy English;6983;sim;Room3
Client748;4;19;36;6936;4;21;13;7033;Jonhy English;6983;sim;Room3
Client749;6;14;34;9514;6;19;47;9827;Jonhy English;;nao;
Client750;4;8;30;6270;4;21;23;7043;Jonhy English;6983;sim;Room3
Client751;4;13;4;6544;4;20;22;6982;Jonhy English;6752;sim;Room2
Client752;5;18;16;8296;5;22;34;8554;Jonhy English;8488;sim;Room3
Client753;6;17;42;9702;6;22;32;9992;Jonhy English;9940;sim;Room3
Client754;3;17;58;5398;3;22;11;5651;Jonhy English;5591;sim;Room2
Client755;6;16;6;9606;6;20;55;9895;Jonhy English;;nao;
Client756;5;18;6;8286;5;21;29;8489;Jonhy English;8488;sim;Room3
Client757;6;16;13;9613;6;21;14;9914;Jonhy English;;nao;
Client758;5;18;25;8305;5;23;9;8589;Jonhy English;8488;sim;Room3
Client759;6;16;12;9612;6;20;51;9891;Jonhy English;;nao;
Client760;6;18;7;9727;6;21;21;9921;Jonhy English;;nao;
Client763;0;14;33;873;0;19;20;1160;Jonhy English;996;sim;Room1
Client764;5;15;4;8104;5;19;2;8342;Jonhy English;;nao;
Client762;5;16;40;8200;5;21;32;8492;Jonhy English;8488;sim;Room3
Client761;0;21;53;1313;1;0;48;1488;Jonhy English;1322;sim;Room1
Client766;5;15;44;8144;5;19;36;8376;Jonhy English;;nao;
Client765;2;15;0;3780;2;19;52;4072;Jonhy English;4044;sim;Room2
Client767;1;15;24;2364;1;20;3;2643;Jonhy English;2639;sim;Room1
Client768;4;18;12;6852;4;20;55;7015;Jonhy English;6983;sim;Room3
Client769;5;16;26;8186;5;20;17;8417;Jonhy English;;nao;
Client770;3;16;44;5324;3;20;1;5521;Jonhy English;5339;sim;Room2
Client771;3;16;6;5286;3;20;24;5544;Jonhy English;5339;sim;Room2
Client772;4;17;21;6801;4;21;18;7038;Jonhy English;6983;sim;Room3
Client773;2;15;56;3836;2;19;19;4039;Jonhy English;3866;sim;Room1
Client774;4;17;36;6816;4;21;44;7064;Jonhy English;6983;sim;Room3
Client775;3;18;53;5453;3;21;50;5630;Jonhy English;5591;sim;Room2
Client776;6;19;29;9809;6;23;8;10028;Jonhy English;9940;sim;Room3
Client777;1;18;18;2538;1;21;37;2737;Jonhy English;2676;sim;Room3
Client778;5;19;56;8396;5;22;58;8578;Jonhy English;8488;sim;Room3
Client779;6;18;14;9734;6;20;16;9856;Jonhy English;;nao;
Client780;0;17;57;1077;0;21;46;1306;Jonhy English;1231;sim;Room3
Client781;3;16;19;5299;3;22;51;5691;Jonhy English;5339;sim;Room2
Client782;3;9;29;4889;3;20;54;5574;Jonhy English;5339;sim;Room2
Client783;2;18;9;3969;2;20;31;4111;Jonhy English;4044;sim;Room2
Client784;3;15;19;5239;3;18;55;5455;Jonhy English;5339;sim;Room2
Client785;5;17;32;8252;5;21;48;8508;Jonhy English;8488;sim;Room3
Client786;6;17;44;9704;6;21;52;9952;Jonhy English;9940;sim;Room3
Client787;3;18;15;5415;3;22;17;5657;Jonhy English;5591;sim;Room2
Client788;5;18;21;8301;5;21;56;8516;Jonhy English;8488;sim;Room3
Client789;3;20;6;5526;3;23;45;5745;Jonhy English;5591;sim;Room2
Client790;1;17;46;2506;1;21;10;2710;Jonhy English;2676;sim;Room3
Client791;6;17;42;9702;6;22;9;9969;Jonhy English;9940;sim;Room3
Client792;5;17;42;8262;5;22;1;8521;Jonhy English;8488;sim;Room3
Client793;5;17;12;8232;5;21;7;8467;Jonhy English;;nao;
Client794;6;15;29;9569;6;19;42;9822;Jonhy English;;nao;
Client795;4;18;10;6850;4;22;36;7116;Jonhy English;6983;sim;Room3
Client796;6;15;10;9550;6;20;18;9858;Jonhy English;;nao;
Client797;4;15;42;6702;4;19;53;6953;Jonhy English;6752;sim;Room2
Client798;6;17;45;9705;6;20;33;9873;Jonhy English;;nao;
Client799;2;19;18;4038;2;22;23;4223;Jonhy English;4044;sim;Room2
Client800;6;14;39;9519;6;19;18;9798;Jonhy English;;nao;
Client801;3;11;55;5035;3;21;23;5603;Jonhy English;5339;sim;Room2
Client802;2;20;55;4135;2;22;11;4211;Jonhy English;4135;sim;Room3
Client803;4;15;54;6714;4;20;20;6980;Jonhy English;6752;sim;Room2
Client804;0;17;50;1070;0;21;38;1298;Jonhy English;1231;sim;Room3
Client805;6;15;52;9592;6;20;39;9879;Jonhy English;;nao;
Client807;4;18;38;6878;4;21;6;7026;Jonhy English;6983;sim;Room3
Client808;6;16;55;9655;6;21;48;9948;Jonhy English;9940;sim;Room3
Client806;4;16;24;6744;4;19;41;6941;Jonhy English;6752;sim;Room2
Client809;5;16;41;8201;5;21;15;8475;Jonhy English;;nao;
Client810;6;18;5;9725;6;22;22;9982;Jonhy English;9940;sim;Room3
Client811;1;14;5;2285;1;19;29;2609;Jonhy English;2315;sim;Room0
Client812;3;19;2;5462;3;21;53;5633;Jonhy English;5591;sim;Room2
Client813;0;15;38;938;0;21;20;1280;Jonhy English;1231;sim;Room3
Client814;0;17;43;1063;0;20;35;1235;Jonhy English;1231;sim;Room3
Client815;6;17;32;9692;6;22;10;9970;Jonhy English;9940;sim;Room3
Client816;5;17;20;8240;5;21;16;8476;Jonhy English;;nao;
Client817;2;18;52;4012;2;21;40;4180;Jonhy English;4044;sim;Room2
Client818;5;18;26;8306;5;22;54;8574;Jonhy English;8488;sim;Room3
Client819;1;17;5;2465;1;21;25;2725;Jonhy English;2676;sim;Room3
Client820;5;17;53;8273;5;21;21;8481;Jonhy English;;nao;
Client821;5;16;15;8175;5;21;22;8482;Jonhy English;;nao;
Client823;2;20;30;4110;2;22;14;4214;Jonhy English;4135;sim;Room3
Client824;3;16;31;5311;3;21;42;5622;Jonhy English;5339;sim;Room2
Client825;0;15;29;929;0;20;38;1238;Jonhy English;1231;sim;Room3
Client822;5;16;17;8177;5;20;30;8430;Jonhy English;;nao;
Client826;4;16;47;6767;4;20;28;6988;Jonhy English;6983;sim;Room3
Client828;4;1;49;5869;4;18;24;6864;Jonhy English;6752;sim;Room2
Client830;3;17;28;5368;3;21;17;5597;Jonhy English;5591;sim;Room2
Client831;3;19;56;5516;3;21;27;5607;Jonhy English;5591;sim;Room2
Client832;5;15;32;8132;5;19;53;8393;Jonhy English;;nao;
Client833;5;18;40;8320;5;21;46;8506;Jonhy English;8488;sim;Room3
Client834;5;19;26;8366;5;23;2;8582;Jonhy English;8488;sim;Room3
Client837;5;19;2;8342;5;22;3;8523;Jonhy English;8488;sim;Room3
Client840;6;16;59;9659;6;22;7;9967;Jonhy English;9940;sim;Room3
Client839;2;17;6;3906;2;20;53;4133;Jonhy English;4044;sim;Room2
Client841;4;16;32;6752;4;20;15;6975;Jonhy English;6752;sim;Room2
Client842;6;18;25;9745;6;22;2;9962;Jonhy English;9940;sim;Room3
Client843;5;14;58;8098;5;19;46;8386;Jonhy English;;nao;
Client845;6;17;18;9678;6;21;33;9933;Jonhy English;;nao;
Client846;5;21;12;8472;5;23;50;8630;Jonhy English;8488;sim;Room3
Client847;6;19;14;9794;6;22;46;10006;Jonhy English;9940;sim;Room3
Client827;5;20;55;8455;5;22;6;8526;Jonhy English;8488;sim;Room3
Client829;6;19;19;9799;6;20;41;9881;Jonhy English;;nao;
Client835;0;15;54;954;0;20;23;1223;Jonhy English;996;sim;Room1
Client836;6;17;29;9689;6;21;17;9917;Jonhy English;;nao;
Client838;6;19;30;9810;6;23;17;10037;Jonhy English;9940;sim;Room3
Client844;3;17;0;5340;3;20;24;5544;Jonhy English;;nao;
Client850;6;7;23;9083;6;21;53;9953;Jonhy English;9940;sim;Room3
Client849;5;17;33;8253;5;22;4;8524;Jonhy English;8488;sim;Room3
Client852;4;17;38;6818;4;20;26;6986;Jonhy English;6983;sim;Room3
Client851;0;18;12;1092;0;20;44;1244;Jonhy English;1231;sim;Room3
Client854;5;15;2;8102;5;19;58;8398;Jonhy English;;nao;
Client855;6;17;16;9676;6;21;53;9953;Jonhy English;9940;sim;Room3
Client856;0;17;16;1036;0;21;44;1304;Jonhy English;1231;sim;Room3
Client857;2;18;19;3979;2;21;37;4177;Jonhy English;4044;sim;Room2
Client859;1;19;12;2592;1;20;40;2680;Jonhy English;2676;sim;Room3
Client860;1;17;43;2503;1;21;11;2711;Jonhy English;2676;sim;Room3
Client861;3;17;32;5372;3;22;19;5659;Jonhy English;5591;sim;Room2
Client858;4;15;5;6665;4;20;20;6980;Jonhy English;6752;sim;Room2
Client863;3;16;31;5311;3;20;47;5567;Jonhy English;5339;sim;Room2
Client865;6;15;24;9564;6;19;46;9826;Jonhy English;;nao;
Client864;5;18;52;8332;5;22;21;8541;Jonhy English;8488;sim;Room3
Client866;4;16;4;6724;4;19;52;6952;Jonhy English;6752;sim;Room2
Client867;4;17;56;6836;4;20;58;7018;Jonhy English;6983;sim;Room3
Client869;3;18;1;5401;3;21;47;5627;Jonhy English;5591;sim;Room2
Client868;3;16;6;5286;3;20;25;5545;Jonhy English;5339;sim;Room2
Client870;5;13;6;7986;5;21;48;8508;Jonhy English;8488;sim;Room3
Client873;6;19;7;9787;6;22;14;9974;Jonhy English;9940;sim;Room3
Client871;4;19;34;6934;4;22;28;7108;Jonhy English;6983;sim;Room3
Client872;3;21;11;5591;3;22;19;5659;Jonhy English;5591;sim;Room2
Client875;4;17;51;6831;4;21;7;7027;Jonhy English;6983;sim;Room3
Client877;5;14;2;8042;5;20;34;8434;Jonhy English;8042;sim;Room1
Client880;6;16;29;9629;6;19;47;9827;Jonhy English;;nao;
Client884;2;17;12;3912;2;20;43;4123;Jonhy English;4044;sim;Room2
Client881;4;16;20;6740;4;20;31;6991;Jonhy English;6983;sim;Room3
Client883;2;18;39;3999;2;21;10;4150;Jonhy English;4044;sim;Room2
Client882;3;16;21;5301;3;20;22;5542;Jonhy English;5339;sim;Room2
Client879;1;17;26;2486;1;21;37;2737;Jonhy English;2676;sim;Room3
Client886;6;16;50;9650;6;21;44;9944;Jonhy English;9940;sim;Room3
Client848;4;16;32;6752;4;19;56;6956;Jonhy English;6752;sim;Room2
Client887;6;19;25;9805;6;22;42;10002;Jonhy English;9940;sim;Room3
Client888;5;17;38;8258;5;22;13;8533;Jonhy English;8488;sim;Room3
Client889;2;17;8;3908;2;20;20;4100;Jonhy English;4044;sim;Room2
Client890;4;17;29;6809;4;21;46;7066;Jonhy English;6983;sim;Room3
Client891;1;17;15;2475;1;21;24;2724;Jonhy English;2676;sim;Room3
Client892;0;16;31;991;0;20;45;1245;Jonhy English;1231;sim;Room3
Client893;0;18;56;1136;0;21;19;1279;Jonhy English;1231;sim;Room3
Client853;2;17;53;3953;2;22;26;4226;Jonhy English;4044;sim;Room2
Client894;3;15;4;5224;3;20;0;5520;Jonhy English;5339;sim;Room2
Client862;0;18;28;1108;0;20;11;1211;Jonhy English;1198;sim;Room2
Client874;4;17;4;6784;4;20;33;6993;Jonhy English;6983;sim;Room3
Client876;5;16;56;8216;5;21;28;8488;Jonhy English;;nao;
Client878;1;16;1;2401;1;20;59;2699;Jonhy English;2676;sim;Room3
Client885;3;18;18;5418;3;22;29;5669;Jonhy English;5591;sim;Room2
Client895;6;19;55;9835;6;20;57;9897;Jonhy English;;nao;
Client896;3;17;6;5346;3;20;37;5557;Jonhy English;;nao;
Client897;1;19;36;2616;1;21;47;2747;Jonhy English;2676;sim;Room3
Client898;4;17;0;6780;4;20;50;7010;Jonhy English;6983;sim;Room3
Client899;0;15;45;945;0;20;45;1245;Jonhy English;1231;sim;Room3
Client0;5;19;2;8342;5;20;37;8437;Star Wars;8372;sim;Room2
Client2;4;16;55;6775;4;20;24;6984;Star Wars;6840;sim;Room3
Client1;1;17;55;2515;1;20;41;2681;Star Wars;2560;sim;Room3
Client4;1;14;28;2308;1;19;49;2629;Star Wars;2560;sim;Room3
Client8;6;15;1;9541;6;20;4;9844;Star Wars;9753;sim;Room3
Client5;0;15;4;904;0;20;56;1256;Star Wars;1117;sim;Room3
Client7;2;15;35;3815;2;20;12;4092;Star Wars;3973;sim;Room3
Client6;4;15;54;6714;4;21;54;7074;Star Wars;6840;sim;Room3
Client3;4;18;39;6879;4;20;3;6963;Star Wars;6912;sim;Room1
Client10;2;15;49;3829;2;19;59;4079;Star Wars;3973;sim;Room3
Client9;6;14;43;9523;6;20;12;9852;Star Wars;9753;sim;Room3
Client13;3;16;53;5333;3;20;31;5551;Star Wars;5487;sim;Room3
Client16;6;13;23;9443;6;20;41;9881;Star Wars;9753;sim;Room3
Client19;2;17;45;3945;2;22;48;4248;Star Wars;3973;sim;Room3
Client11;2;19;49;4069;2;23;15;4275;Star Wars;4069;sim;Room1
Client12;2;14;45;3765;2;18;38;3998;Star Wars;3973;sim;Room3
Client15;0;16;2;962;0;22;12;1332;Star Wars;1117;sim;Room3
Client17;6;18;38;9758;6;21;44;9944;Star Wars;9874;sim;Room1
Client14;1;12;35;2195;1;20;48;2688;Star Wars;2560;sim;Room3
Client18;4;18;4;6844;4;21;28;7048;Star Wars;6998;sim;Room1
Client21;0;15;37;937;0;19;43;1183;Star Wars;1117;sim;Room3
Client20;5;12;21;7941;5;19;40;8380;Star Wars;8260;sim;Room3
Client22;1;17;51;2511;1;21;28;2728;Star Wars;2560;sim;Room3
Client23;6;18;34;9754;6;21;52;9952;Star Wars;9874;sim;Room1
Client24;3;17;38;5378;3;21;8;5588;Star Wars;5487;sim;Room3
Client25;5;18;30;8310;5;22;48;8568;Star Wars;8372;sim;Room2
Client26;1;18;5;2525;1;21;47;2747;Star Wars;2560;sim;Room3
Client27;5;17;11;8231;5;21;3;8463;Star Wars;8260;sim;Room3
Client28;5;12;44;7964;5;20;54;8454;Star Wars;8260;sim;Room3
Client58;6;13;52;9472;6;20;59;9899;Star Wars;9753;sim;Room3
Client57;6;17;57;9717;6;20;16;9856;Star Wars;9753;sim;Room3
Client56;2;13;43;3703;2;18;54;4014;Star Wars;3973;sim;Room3
Client55;5;16;14;8174;5;20;44;8444;Star Wars;8260;sim;Room3
Client54;2;16;49;3889;2;21;22;4162;Star Wars;3973;sim;Room3
Client53;2;17;25;3925;2;21;27;4167;Star Wars;3973;sim;Room3
Client52;0;15;19;919;0;20;7;1207;Star Wars;1117;sim;Room3
Client51;5;16;27;8187;5;20;40;8440;Star Wars;8260;sim;Room3
Client50;1;18;40;2560;1;21;21;2721;Star Wars;2560;sim;Room3
Client49;3;17;10;5350;3;20;45;5565;Star Wars;5487;sim;Room3
Client48;6;16;23;9623;6;20;14;9854;Star Wars;9753;sim;Room3
Client47;4;17;10;6790;4;19;52;6952;Star Wars;6840;sim;Room3
Client41;1;17;52;2512;1;21;2;2702;Star Wars;2560;sim;Room3
Client29;3;16;56;5336;3;21;14;5594;Star Wars;5487;sim;Room3
Client31;6;17;42;9702;6;21;3;9903;Star Wars;9753;sim;Room3
Client30;1;17;21;2481;1;20;31;2671;Star Wars;2560;sim;Room3
Client32;5;18;18;8298;5;22;37;8557;Star Wars;8372;sim;Room2
Client34;2;17;46;3946;2;22;14;4214;Star Wars;3973;sim;Room3
Client35;0;14;38;878;0;20;51;1251;Star Wars;1117;sim;Room3
Client36;5;15;58;8158;5;20;18;8418;Star Wars;8260;sim;Room3
Client39;1;16;2;2402;1;19;48;2628;Star Wars;2560;sim;Room3
Client38;2;16;49;3889;2;21;16;4156;Star Wars;3973;sim;Room3
Client37;5;16;53;8213;5;21;15;8475;Star Wars;8260;sim;Room3
Client40;4;16;47;6767;4;20;55;7015;Star Wars;6840;sim;Room3
Client44;5;15;9;8109;5;18;39;8319;Star Wars;8260;sim;Room3
Client42;6;16;42;9642;6;20;41;9881;Star Wars;9753;sim;Room3
Client43;3;18;45;5445;3;22;14;5654;Star Wars;5487;sim;Room3
Client46;0;16;12;972;0;19;14;1154;Star Wars;1117;sim;Room3
Client33;1;17;0;2460;1;22;19;2779;Star Wars;2560;sim;Room3
Client45;2;17;8;3908;2;22;5;4205;Star Wars;3973;sim;Room3
Client59;4;17;27;6807;4;21;44;7064;Star Wars;6840;sim;Room3
Client63;4;16;35;6755;4;20;46;7006;Star Wars;6840;sim;Room3
Client60;6;17;37;9697;6;21;19;9919;Star Wars;9753;sim;Room3
Client62;5;12;15;7935;5;19;37;8377;Star Wars;8260;sim;Room3
Client61;1;17;40;2500;1;20;59;2699;Star Wars;2560;sim;Room3
Client64;0;16;47;1007;0;20;47;1247;Star Wars;1117;sim;Room3
Client66;6;18;43;9763;6;23;2;10022;Star Wars;9874;sim;Room1
Client65;1;18;3;2523;1;20;49;2689;Star Wars;2560;sim;Room3
Client67;1;19;10;2590;1;21;13;2713;Star Wars;2659;sim;Room1
Client68;5;18;33;8313;5;22;57;8577;Star Wars;8372;sim;Room2
Client69;4;15;1;6661;4;19;10;6910;Star Wars;6840;sim;Room3
Client70;4;17;36;6816;4;21;14;7034;Star Wars;6840;sim;Room3
Client71;6;16;39;9639;6;20;8;9848;Star Wars;9753;sim;Room3
Client72;3;19;52;5512;3;21;52;5632;Star Wars;5580;sim;Room1
Client73;0;13;50;830;0;18;41;1121;Star Wars;1117;sim;Room3
Client74;5;16;27;8187;5;20;48;8448;Star Wars;8260;sim;Room3
Client75;5;15;37;8137;5;20;36;8436;Star Wars;8260;sim;Room3
Client76;6;17;59;9719;6;21;40;9940;Star Wars;9753;sim;Room3
Client77;1;16;44;2444;1;21;20;2720;Star Wars;2560;sim;Room3
Client78;4;19;23;6923;4;23;9;7149;Star Wars;6998;sim;Room1
Client79;4;18;37;6877;4;22;4;7084;Star Wars;6998;sim;Room1
Client80;3;16;32;5312;3;20;1;5521;Star Wars;5487;sim;Room3
Client81;6;18;21;9741;6;22;53;10013;Star Wars;9753;sim;Room3
Client82;3;16;5;5285;3;20;42;5562;Star Wars;5487;sim;Room3
Client83;0;17;13;1033;0;20;40;1240;Star Wars;1117;sim;Room3
Client84;2;12;23;3623;2;19;23;4043;Star Wars;3973;sim;Room3
Client85;6;19;34;9814;6;21;57;9957;Star Wars;9874;sim;Room1
Client86;3;17;23;5363;3;21;44;5624;Star Wars;5487;sim;Room3
Client87;2;17;11;3911;2;20;15;4095;Star Wars;3973;sim;Room3
Client88;2;18;54;4014;2;21;39;4179;Star Wars;4069;sim;Room1
Client90;5;16;15;8175;5;21;11;8471;Star Wars;8260;sim;Room3
Client91;5;20;42;8442;5;21;35;8495;Star Wars;8476;sim;Room1
Client101;6;17;26;9686;6;20;44;9884;Star Wars;9753;sim;Room3
Client103;3;15;40;5260;3;19;29;5489;Star Wars;5487;sim;Room3
Client104;2;16;42;3882;2;19;7;4027;Star Wars;3973;sim;Room3
Client105;6;18;33;9753;6;21;34;9934;Star Wars;9753;sim;Room3
Client106;1;20;19;2659;1;21;59;2759;Star Wars;2659;sim;Room1
Client89;6;17;23;9683;6;20;58;9898;Star Wars;9753;sim;Room3
Client94;4;17;25;6805;4;21;13;7033;Star Wars;6840;sim;Room3
Client112;0;12;12;732;0;20;41;1241;Star Wars;1117;sim;Room3
Client113;4;14;50;6650;4;20;44;7004;Star Wars;6840;sim;Room3
Client110;6;15;39;9579;6;20;38;9878;Star Wars;9753;sim;Room3
Client111;4;16;54;6774;4;22;36;7116;Star Wars;6840;sim;Room3
Client109;4;18;46;6886;4;22;57;7137;Star Wars;6998;sim;Room1
Client108;6;15;49;9589;6;19;35;9815;Star Wars;9753;sim;Room3
Client102;4;20;8;6968;5;0;1;7201;Star Wars;6998;sim;Room1
Client107;3;21;0;5580;3;22;6;5646;Star Wars;5580;sim;Room1
Client100;4;16;12;6732;4;21;1;7021;Star Wars;6840;sim;Room3
Client99;1;15;46;2386;1;18;50;2570;Star Wars;2560;sim;Room3
Client95;4;17;58;6838;4;21;54;7074;Star Wars;6840;sim;Room3
